area,year,price,quarter
hokkaido,2004,16.729834383883738,1
hokkaido,2004,16.729834383883738,2
hokkaido,2004,16.729834383883738,3
hokkaido,2004,16.729834383883738,4
hokkaido,2005,16.444519283839746,1
hokkaido,2005,16.444519283839746,2
hokkaido,2005,16.444519283839746,3
hokkaido,2005,16.444519283839746,4
hokkaido,2006,17.147223141850144,1
hokkaido,2006,16.61776095964359,2
hokkaido,2006,16.5950550313228,3
hokkaido,2006,16.534223854582464,4
hokkaido,2007,16.46259541625648,1
hokkaido,2007,16.372655079839056,2
hokkaido,2007,16.747465397652295,3
hokkaido,2007,16.497313626680054,4
hokkaido,2008,17.26838530435491,1
hokkaido,2008,17.371640720805154,2
hokkaido,2008,17.425294781926205,3
hokkaido,2008,18.993162352314663,4
hokkaido,2009,16.91156315784598,1
hokkaido,2009,16.46879874789338,2
hokkaido,2009,16.654399101636777,3
hokkaido,2009,16.017199888423967,4
hokkaido,2010,16.351016992322524,1
hokkaido,2010,16.70307067791353,2
hokkaido,2010,16.77379979338008,3
hokkaido,2010,15.957704932525955,4
hokkaido,2011,16.90763953451095,1
hokkaido,2011,17.620338813993815,2
hokkaido,2011,17.612229434693287,3
hokkaido,2011,16.593061074079394,4
hokkaido,2012,17.437936969050366,1
hokkaido,2012,18.256266785274118,2
hokkaido,2012,17.496805950939944,3
hokkaido,2012,16.40006311041105,4
hokkaido,2013,17.705376812138446,1
hokkaido,2013,18.769512401067935,2
hokkaido,2013,19.486073587336712,3
hokkaido,2013,18.929049981803917,4
hokkaido,2014,20.307227419661135,1
hokkaido,2014,20.64148213646899,2
hokkaido,2014,21.402476092415437,3
hokkaido,2014,21.562692595505037,4
hokkaido,2015,22.431755419369324,1
hokkaido,2015,22.817461075614805,2
hokkaido,2015,22.960471497330694,3
hokkaido,2015,21.28227288923778,4
tohoku,2004,15.96533633112788,1
tohoku,2004,16.315720046512048,2
tohoku,2004,16.311776826591192,3
tohoku,2004,15.749476489660696,4
tohoku,2005,15.617513633646691,1
tohoku,2005,15.913601303504562,2
tohoku,2005,15.839883982565,3
tohoku,2005,16.20731298809889,4
tohoku,2006,16.33702227072018,1
tohoku,2006,16.28311165462124,2
tohoku,2006,15.825782916969178,3
tohoku,2006,16.133495910580617,4
tohoku,2007,15.723527697779422,1
tohoku,2007,16.049503318601104,2
tohoku,2007,15.980470526963602,3
tohoku,2007,16.190797293629974,4
tohoku,2008,16.43534247642208,1
tohoku,2008,17.101905292676854,2
tohoku,2008,17.03442346307306,3
tohoku,2008,19.147506581006205,4
tohoku,2009,17.058701881217054,1
tohoku,2009,16.405559721638657,2
tohoku,2009,15.875369334838938,3
tohoku,2009,15.910094592717211,4
tohoku,2010,15.776111701540572,1
tohoku,2010,16.401328855864662,2
tohoku,2010,16.145023626556963,3
tohoku,2010,16.089401345128632,4
tohoku,2011,16.84220715661683,1
tohoku,2011,17.409405936227728,2
tohoku,2011,17.350621384309836,3
tohoku,2011,17.05979808334561,4
tohoku,2012,17.23951788507547,1
tohoku,2012,18.0758071899842,2
tohoku,2012,17.54692532679864,3
tohoku,2012,17.18517852657356,4
tohoku,2013,17.734809952228986,1
tohoku,2013,19.144399205520333,2
tohoku,2013,20.410496179275402,3
tohoku,2013,20.430577295282028,4
tohoku,2014,21.20745021196466,1
tohoku,2014,21.776227655066823,2
tohoku,2014,21.095754779207997,3
tohoku,2014,21.281598258159253,4
tohoku,2015,21.26444917967907,1
tohoku,2015,20.591909804972136,2
tohoku,2015,19.787595222704837,3
tohoku,2015,19.48852773161434,4
tokyo,2004,16.21835922669204,1
tokyo,2004,16.334408905053497,2
tokyo,2004,15.881146988308815,3
tokyo,2004,16.21952020019887,4
tokyo,2005,15.920488930527958,1
tokyo,2005,15.79695048464684,2
tokyo,2005,16.19559084623048,3
tokyo,2005,16.989693682894938,4
tokyo,2006,16.202812091350747,1
tokyo,2006,16.08354761873739,2
tokyo,2006,16.292149527517527,3
tokyo,2006,16.889316312286592,4
tokyo,2007,16.25508693640879,1
tokyo,2007,16.225152965921033,2
tokyo,2007,16.5242765042304,3
tokyo,2007,17.12167115471071,4
tokyo,2008,17.214265827770433,1
tokyo,2008,17.669281052863727,2
tokyo,2008,17.8724837762858,3
tokyo,2008,20.597622897205888,4
tokyo,2009,17.22915101529424,1
tokyo,2009,15.47726704266006,2
tokyo,2009,15.52173737285976,3
tokyo,2009,16.13487162704931,4
tokyo,2010,15.992122851445023,1
tokyo,2010,16.478073842534894,2
tokyo,2010,16.400805060413326,3
tokyo,2010,16.621371504642518,4
tokyo,2011,16.717905080153717,1
tokyo,2011,17.447099666245176,2
tokyo,2011,18.216678830371432,3
tokyo,2011,18.425494928770448,4
tokyo,2012,18.806870803890465,1
tokyo,2012,20.004980447445426,2
tokyo,2012,20.43417085602338,3
tokyo,2012,20.733008984350924,4
tokyo,2013,21.204205484864055,1
tokyo,2013,22.483412501566686,2
tokyo,2013,22.39734213433664,3
tokyo,2013,22.479042027247296,4
tokyo,2014,23.188389060660562,1
tokyo,2014,23.443194424800993,2
tokyo,2014,23.130005923029405,3
tokyo,2014,23.536231664064122,4
tokyo,2015,23.029814500630785,1
tokyo,2015,21.121873369420168,2
tokyo,2015,20.406584752650648,3
tokyo,2015,20.329150365345665,4
hokuriku,2004,14.513474371365842,1
hokuriku,2004,15.023859345954184,2
hokuriku,2004,14.813320063300452,3
hokuriku,2004,15.162235993938683,4
hokuriku,2005,14.132001965348769,1
hokuriku,2005,14.491939513654366,2
hokuriku,2005,14.223559300282,3
hokuriku,2005,14.644516755629274,4
hokuriku,2006,14.48227674693597,1
hokuriku,2006,14.476320806773439,2
hokuriku,2006,14.080544836162488,3
hokuriku,2006,14.397811532647038,4
hokuriku,2007,13.985571970019187,1
hokuriku,2007,14.348979279240146,2
hokuriku,2007,14.178335951880133,3
hokuriku,2007,14.409792940430494,4
hokuriku,2008,14.279158768055023,1
hokuriku,2008,15.019343546811065,2
hokuriku,2008,15.72184178332801,3
hokuriku,2008,16.715639684209233,4
hokuriku,2009,15.174395986448303,1
hokuriku,2009,14.90404057461779,2
hokuriku,2009,14.36177162367108,3
hokuriku,2009,14.18434566202366,4
hokuriku,2010,14.02243489431257,1
hokuriku,2010,14.615176667667074,2
hokuriku,2010,14.263903206803874,3
hokuriku,2010,14.042980559593246,4
hokuriku,2011,14.413630830689351,1
hokuriku,2011,15.216454139071029,2
hokuriku,2011,15.018035963413077,3
hokuriku,2011,14.698283635385822,4
hokuriku,2012,15.047011252498118,1
hokuriku,2012,15.805312866841524,2
hokuriku,2012,15.105912939811967,3
hokuriku,2012,14.926337214037755,4
hokuriku,2013,15.279276785841153,1
hokuriku,2013,16.113476447806395,2
hokuriku,2013,15.545183402478266,3
hokuriku,2013,15.457298138705312,4
hokuriku,2014,15.937466266239785,1
hokuriku,2014,16.47149681782514,2
hokuriku,2014,15.81165217142052,3
hokuriku,2014,15.648352637242734,4
hokuriku,2015,15.661555447240241,1
hokuriku,2015,16.205375511388873,2
hokuriku,2015,15.829817709098341,3
hokuriku,2015,15.224119169849427,4
chubu,2004,15.84461974118975,1
chubu,2004,15.84461974118975,2
chubu,2004,15.84461974118975,3
chubu,2004,15.84461974118975,4
chubu,2005,15.401779983530789,1
chubu,2005,15.401779983530789,2
chubu,2005,15.401779983530789,3
chubu,2005,15.401779983530789,4
chubu,2006,15.451316838969362,1
chubu,2006,15.304068366294747,2
chubu,2006,15.198793469404839,3
chubu,2006,15.67379237766546,4
chubu,2007,15.497583329268775,1
chubu,2007,15.437746784345858,2
chubu,2007,15.524791702124366,3
chubu,2007,15.932226351228776,4
chubu,2008,16.075363852563395,1
chubu,2008,16.60761835661665,2
chubu,2008,17.586328396886593,3
chubu,2008,19.40973225063036,4
chubu,2009,18.00042494550639,1
chubu,2009,16.256771189642258,2
chubu,2009,15.52338798770809,3
chubu,2009,15.87007548580652,4
chubu,2010,15.719583684628342,1
chubu,2010,16.04121174369893,2
chubu,2010,16.13981000935431,3
chubu,2010,16.038403407216403,4
chubu,2011,16.280688293058994,1
chubu,2011,16.537731521204492,2
chubu,2011,17.271332832934295,3
chubu,2011,17.46108958420886,4
chubu,2012,17.46914211886322,1
chubu,2012,17.936939425564994,2
chubu,2012,18.11090169716051,3
chubu,2012,17.736529206611998,4
chubu,2013,18.157433086396598,1
chubu,2013,18.97937083652167,2
chubu,2013,18.90841667511757,3
chubu,2013,18.804049327729448,4
chubu,2014,20.365373617545206,1
chubu,2014,20.824946052699115,2
chubu,2014,20.395668507133866,3
chubu,2014,21.009638965482655,4
chubu,2015,21.157160783432314,1
chubu,2015,19.130627559781182,2
chubu,2015,18.162608769152698,3
chubu,2015,18.311621757899214,4
kansai,2004,15.890711804410572,1
kansai,2004,16.385991619761967,2
kansai,2004,16.17301914419778,3
kansai,2004,16.77313575632532,4
kansai,2005,15.452134584419952,1
kansai,2005,15.650183040761673,2
kansai,2005,15.5705469881664,3
kansai,2005,16.24152082342776,4
kansai,2006,15.337222505882682,1
kansai,2006,15.500860359020557,2
kansai,2006,15.238007561928908,3
kansai,2006,15.855034883401766,4
kansai,2007,15.347734105908987,1
kansai,2007,15.548430171059495,2
kansai,2007,14.81108032640128,3
kansai,2007,16.534175457211067,4
kansai,2008,15.595734789417573,1
kansai,2008,16.331559200069815,2
kansai,2008,16.168683411481286,3
kansai,2008,18.092610838861912,4
kansai,2009,16.346417790077076,1
kansai,2009,15.74928416116634,2
kansai,2009,15.228513219596952,3
kansai,2009,15.6811863367576,4
kansai,2010,15.127459170390843,1
kansai,2010,15.830407930446725,2
kansai,2010,15.448075320870611,3
kansai,2010,15.670508563188024,4
kansai,2011,15.413885375910487,1
kansai,2011,16.15494575380203,2
kansai,2011,16.10266380348869,3
kansai,2011,16.33572186419579,4
kansai,2012,16.205077852470247,1
kansai,2012,16.72714421471857,2
kansai,2012,16.647224380942514,3
kansai,2012,16.811777369585126,4
kansai,2013,18.138054937962586,1
kansai,2013,19.96153110854734,2
kansai,2013,19.797609261570823,3
kansai,2013,20.317918390675004,4
kansai,2014,20.440022644638702,1
kansai,2014,20.88394257490736,2
kansai,2014,20.410195645855097,3
kansai,2014,21.004065768583832,4
kansai,2015,20.808760751257196,1
kansai,2015,20.06336744374582,2
kansai,2015,20.194504810714818,3
kansai,2015,20.329453652606,4
chugoku,2004,14.689348871328695,1
chugoku,2004,15.500098586597135,2
chugoku,2004,15.274157555936794,3
chugoku,2004,15.992525313934303,4
chugoku,2005,14.777007660517018,1
chugoku,2005,15.08935089943724,2
chugoku,2005,15.133386068898057,3
chugoku,2005,15.905838018454793,4
chugoku,2006,15.386513175088702,1
chugoku,2006,15.382713457887553,2
chugoku,2006,14.83398351636903,3
chugoku,2006,13.674125178063814,4
chugoku,2007,14.744099211280409,1
chugoku,2007,15.092564601284135,2
chugoku,2007,15.059670986493847,3
chugoku,2007,15.752037318577134,4
chugoku,2008,15.5089284061825,1
chugoku,2008,16.28972010000598,2
chugoku,2008,16.101198677791945,3
chugoku,2008,19.191971994002863,4
chugoku,2009,16.83551907532673,1
chugoku,2009,15.791944790548497,2
chugoku,2009,15.100752104836472,3
chugoku,2009,15.499332729128401,4
chugoku,2010,14.746525087296616,1
chugoku,2010,15.678927163031513,2
chugoku,2010,15.292641600013775,3
chugoku,2010,15.466313248636784,4
chugoku,2011,15.345976813919288,1
chugoku,2011,16.508584306400166,2
chugoku,2011,16.490309434149864,3
chugoku,2011,16.84690662785463,4
chugoku,2012,16.453406319013503,1
chugoku,2012,17.459807447431473,2
chugoku,2012,16.838980178388507,3
chugoku,2012,16.908320618583527,4
chugoku,2013,16.930965649680413,1
chugoku,2013,17.975517808368362,2
chugoku,2013,17.544597640069117,3
chugoku,2013,17.81631546342882,4
chugoku,2014,17.889167022484898,1
chugoku,2014,18.383976380513484,2
chugoku,2014,17.80038969914053,3
chugoku,2014,18.259382017809674,4
chugoku,2015,17.62240009017808,1
chugoku,2015,17.343687479206327,2
chugoku,2015,16.787316306572894,3
chugoku,2015,16.74870689021721,4
shikoku,2004,16.437108780813766,1
shikoku,2004,16.437108780813766,2
shikoku,2004,16.437108780813766,3
shikoku,2004,16.437108780813766,4
shikoku,2005,15.997648136624898,1
shikoku,2005,15.997648136624898,2
shikoku,2005,15.997648136624898,3
shikoku,2005,15.997648136624898,4
shikoku,2006,16.108555212175435,1
shikoku,2006,16.108555212175435,2
shikoku,2006,16.108555212175435,3
shikoku,2006,16.108555212175435,4
shikoku,2007,15.94664705259726,1
shikoku,2007,15.94664705259726,2
shikoku,2007,15.94664705259726,3
shikoku,2007,15.94664705259726,4
shikoku,2008,16.17354991925301,1
shikoku,2008,16.45697125395766,2
shikoku,2008,16.43270115064814,3
shikoku,2008,18.261231872841954,4
shikoku,2009,16.38942744119767,1
shikoku,2009,16.087358974383637,2
shikoku,2009,15.947165562948268,3
shikoku,2009,16.244545283210346,4
shikoku,2010,15.594793334739405,1
shikoku,2010,15.991678439314844,2
shikoku,2010,15.918591960795238,3
shikoku,2010,16.09308736685176,4
shikoku,2011,15.911441349664633,1
shikoku,2011,16.55087849045497,2
shikoku,2011,16.42295196200134,3
shikoku,2011,16.626684607289743,4
shikoku,2012,16.45860738049481,1
shikoku,2012,17.05846135504544,2
shikoku,2012,16.62739654301144,3
shikoku,2012,16.946433265542844,4
shikoku,2013,16.690343042386353,1
shikoku,2013,18.511813080904446,2
shikoku,2013,19.00265700589474,3
shikoku,2013,19.49111395674785,4
shikoku,2014,19.51414490762349,1
shikoku,2014,19.726621085281263,2
shikoku,2014,19.22366518462164,3
shikoku,2014,19.57443906167505,4
shikoku,2015,18.958639447326856,1
shikoku,2015,19.127152306569034,2
shikoku,2015,18.857901726427624,3
shikoku,2015,18.615577017671434,4
kyushu,2004,16.078707594490805,1
kyushu,2004,16.507755880393717,2
kyushu,2004,16.42564633748309,3
kyushu,2004,15.952128231597689,4
kyushu,2005,15.346087400429525,1
kyushu,2005,15.512765681473198,2
kyushu,2005,15.46575247233181,3
kyushu,2005,15.891821094158892,4
kyushu,2006,15.177835519642427,1
kyushu,2006,15.259773023182548,2
kyushu,2006,15.092293133046736,3
kyushu,2006,15.420028868837553,4
kyushu,2007,15.040968626370782,1
kyushu,2007,15.170430696581837,2
kyushu,2007,15.132715467446804,3
kyushu,2007,15.462779367581552,4
kyushu,2008,15.39038504209248,1
kyushu,2008,15.711001085094708,2
kyushu,2008,15.696070195235892,3
kyushu,2008,17.39931534272106,4
kyushu,2009,16.276696797223295,1
kyushu,2009,15.417818566835553,2
kyushu,2009,15.087933685256615,3
kyushu,2009,15.309771368665086,4
kyushu,2010,14.936103839324717,1
kyushu,2010,15.246988174384771,2
kyushu,2010,15.21623035685077,3
kyushu,2010,15.21185861172128,4
kyushu,2011,15.209145174802796,1
kyushu,2011,15.708544443738912,2
kyushu,2011,15.948946305434207,3
kyushu,2011,16.026594976310577,4
kyushu,2012,15.934037960609798,1
kyushu,2012,16.4656457817339,2
kyushu,2012,16.341799845675954,3
kyushu,2012,16.17998728189523,4
kyushu,2013,17.030433858227898,1
kyushu,2013,18.254087438163573,2
kyushu,2013,18.416202564980594,3
kyushu,2013,18.566729782183327,4
kyushu,2014,18.946494951019393,1
kyushu,2014,19.156709664670828,2
kyushu,2014,18.85122647682258,3
kyushu,2014,19.10883044714026,4
kyushu,2015,18.832935586626796,1
kyushu,2015,18.28273440602043,2
kyushu,2015,17.79649015551921,3
kyushu,2015,17.736735945324963,4
okinawa,2004,18.14081832477821,1
okinawa,2004,18.676981130048024,2
okinawa,2004,18.99921036603134,3
okinawa,2004,20.09063285559095,4
okinawa,2005,19.45562537410004,1
okinawa,2005,18.837708574832522,2
okinawa,2005,19.051498573740272,3
okinawa,2005,20.517035996470074,4
okinawa,2006,20.077708277256576,1
okinawa,2006,19.655006200187156,2
okinawa,2006,19.16820721492972,3
okinawa,2006,20.472895411860648,4
okinawa,2007,19.387702898369675,1
okinawa,2007,19.389380683383852,2
okinawa,2007,19.68232463841324,3
okinawa,2007,20.955607299344226,4
okinawa,2008,20.691828386605785,1
okinawa,2008,21.004434250167385,2
okinawa,2008,20.772881214199106,3
okinawa,2008,23.552332489784472,4
okinawa,2009,20.553491516770492,1
okinawa,2009,19.9976753348757,2
okinawa,2009,19.72211238368815,3
okinawa,2009,20.421900131088407,4
okinawa,2010,19.4649218712149,1
okinawa,2010,19.94621500052303,2
okinawa,2010,19.83189976953054,3
okinawa,2010,20.373452308570474,4
okinawa,2011,20.306533667007393,1
okinawa,2011,21.143937969405023,2
okinawa,2011,21.114269538535652,3
okinawa,2011,21.701885696273727,4
okinawa,2012,21.263732657954968,1
okinawa,2012,21.928781221933637,2
okinawa,2012,20.987467312966388,3
okinawa,2012,21.36553705242977,4
okinawa,2013,21.567305889646338,1
okinawa,2013,22.18720682302772,2
okinawa,2013,21.873356901565053,3
okinawa,2013,22.63357271974067,4
okinawa,2014,22.536581363868102,1
okinawa,2014,22.525578111742725,2
okinawa,2014,22.121758404059143,3
okinawa,2014,22.64584100479316,4
okinawa,2015,21.253357085524822,1
okinawa,2015,21.216548087611137,2
okinawa,2015,21.175615394530812,3
okinawa,2015,20.993595793365394,4
