É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/09/15 12:29:08
2001,10,17,,0,1
2001,10,18,,0,1
2001,10,19,,0,1
2001,10,20,,0,1
2001,10,21,,0,1
2001,10,22,,0,1
2001,10,23,,0,1
2001,10,24,,0,1
2001,10,25,,0,1
2001,10,26,,0,1
2001,10,27,,0,1
2001,10,28,,0,1
2001,10,29,,0,1
2001,10,30,,0,1
2001,10,31,,0,1
2001,11,1,,0,1
2001,11,2,,0,1
2001,11,3,,0,1
2001,11,4,,0,1
2001,11,5,,0,1
2001,11,6,,0,1
2001,11,7,,0,1
2001,11,8,,0,1
2001,11,9,,0,1
2001,11,10,,0,1
2001,11,11,,0,1
2001,11,12,,0,1
2001,11,13,,0,1
2001,11,14,,0,1
2001,11,15,,0,1
2001,11,16,,0,1
2001,11,17,,0,1
2001,11,18,,0,1
2001,11,19,,0,1
2001,11,20,,0,1
2001,11,21,,0,1
2001,11,22,,0,1
2001,11,23,,0,1
2001,11,24,,0,1
2001,11,25,,0,1
2001,11,26,,0,1
2001,11,27,,0,1
2001,11,28,,0,1
2001,11,29,,0,1
2001,11,30,,0,1
2001,12,1,,0,1
2001,12,2,,0,1
2001,12,3,,0,1
2001,12,4,,0,1
2001,12,5,,0,1
2001,12,6,,0,1
2001,12,7,,0,1
2001,12,8,,0,1
2001,12,9,,0,1
2001,12,10,,0,1
2001,12,11,,0,1
2001,12,12,,0,1
2001,12,13,,0,1
2001,12,14,,0,1
2001,12,15,,0,1
2001,12,16,,0,1
2001,12,17,,0,1
2001,12,18,,0,1
2001,12,19,,0,1
2001,12,20,,0,1
2001,12,21,,0,1
2001,12,22,,0,1
2001,12,23,,0,1
2001,12,24,,0,1
2001,12,25,,0,1
2001,12,26,,0,1
2001,12,27,,0,1
2001,12,28,,0,1
2001,12,29,,0,1
2001,12,30,,0,1
2001,12,31,,0,1
2002,1,1,,0,1
2002,1,2,,0,1
2002,1,3,,0,1
2002,1,4,,0,1
2002,1,5,,0,1
2002,1,6,,0,1
2002,1,7,,0,1
2002,1,8,,0,1
2002,1,9,,0,1
2002,1,10,,0,1
2002,1,11,,0,1
2002,1,12,,0,1
2002,1,13,,0,1
2002,1,14,,0,1
2002,1,15,,0,1
2002,1,16,,0,1
2002,1,17,,0,1
2002,1,18,,0,1
2002,1,19,,0,1
2002,1,20,,0,1
2002,1,21,,0,1
2002,1,22,,0,1
2002,1,23,,0,1
2002,1,24,,0,1
2002,1,25,,0,1
2002,1,26,,0,1
2002,1,27,,0,1
2002,1,28,,0,1
2002,1,29,,0,1
2002,1,30,,0,1
2002,1,31,,0,1
2002,2,1,,0,1
2002,2,2,,0,1
2002,2,3,,0,1
2002,2,4,,0,1
2002,2,5,,0,1
2002,2,6,,0,1
2002,2,7,,0,1
2002,2,8,,0,1
2002,2,9,,0,1
2002,2,10,,0,1
2002,2,11,,0,1
2002,2,12,,0,1
2002,2,13,,0,1
2002,2,14,,0,1
2002,2,15,,0,1
2002,2,16,,0,1
2002,2,17,,0,1
2002,2,18,,0,1
2002,2,19,,0,1
2002,2,20,,0,1
2002,2,21,,0,1
2002,2,22,,0,1
2002,2,23,,0,1
2002,2,24,,0,1
2002,2,25,,0,1
2002,2,26,,0,1
2002,2,27,,0,1
2002,2,28,,0,1
2002,3,1,,0,1
2002,3,2,,0,1
2002,3,3,,0,1
2002,3,4,,0,1
2002,3,5,,0,1
2002,3,6,,0,1
2002,3,7,,0,1
2002,3,8,,0,1
2002,3,9,,0,1
2002,3,10,,0,1
2002,3,11,,0,1
2002,3,12,,0,1
2002,3,13,,0,1
2002,3,14,,0,1
2002,3,15,,0,1
2002,3,16,,0,1
2002,3,17,,0,1
2002,3,18,,0,1
2002,3,19,,0,1
2002,3,20,,0,1
2002,3,21,,0,1
2002,3,22,,0,1
2002,3,23,,0,1
2002,3,24,,0,1
2002,3,25,,0,1
2002,3,26,,0,1
2002,3,27,,0,1
2002,3,28,,0,1
2002,3,29,,0,1
2002,3,30,,0,1
2002,3,31,,0,1
2002,4,1,,0,1
2002,4,2,,0,1
2002,4,3,,0,1
2002,4,4,,0,1
2002,4,5,,0,1
2002,4,6,,0,1
2002,4,7,,0,1
2002,4,8,,0,1
2002,4,9,,0,1
2002,4,10,,0,1
2002,4,11,,0,1
2002,4,12,,0,1
2002,4,13,,0,1
2002,4,14,,0,1
2002,4,15,,0,1
2002,4,16,,0,1
2002,4,17,,0,1
2002,4,18,,0,1
2002,4,19,,0,1
2002,4,20,,0,1
2002,4,21,,0,1
2002,4,22,,0,1
2002,4,23,,0,1
2002,4,24,,0,1
2002,4,25,,0,1
2002,4,26,,0,1
2002,4,27,,0,1
2002,4,28,,0,1
2002,4,29,,0,1
2002,4,30,,0,1
2002,5,1,,0,1
2002,5,2,,0,1
2002,5,3,,0,1
2002,5,4,,0,1
2002,5,5,,0,1
2002,5,6,,0,1
2002,5,7,,0,1
2002,5,8,,0,1
2002,5,9,,0,1
2002,5,10,,0,1
2002,5,11,,0,1
2002,5,12,,0,1
2002,5,13,,0,1
2002,5,14,,0,1
2002,5,15,,0,1
2002,5,16,,0,1
2002,5,17,,0,1
2002,5,18,,0,1
2002,5,19,,0,1
2002,5,20,,0,1
2002,5,21,,0,1
2002,5,22,,0,1
2002,5,23,,0,1
2002,5,24,,0,1
2002,5,25,,0,1
2002,5,26,,0,1
2002,5,27,,0,1
2002,5,28,,0,1
2002,5,29,,0,1
2002,5,30,,0,1
2002,5,31,,0,1
2002,6,1,,0,1
2002,6,2,,0,1
2002,6,3,,0,1
2002,6,4,,0,1
2002,6,5,,0,1
2002,6,6,,0,1
2002,6,7,,0,1
2002,6,8,,0,1
2002,6,9,,0,1
2002,6,10,,0,1
2002,6,11,,0,1
2002,6,12,,0,1
2002,6,13,,0,1
2002,6,14,,0,1
2002,6,15,,0,1
2002,6,16,,0,1
2002,6,17,,0,1
2002,6,18,,0,1
2002,6,19,,0,1
2002,6,20,,0,1
2002,6,21,,0,1
2002,6,22,,0,1
2002,6,23,,0,1
2002,6,24,,0,1
2002,6,25,,0,1
2002,6,26,,0,1
2002,6,27,,0,1
2002,6,28,,0,1
2002,6,29,,0,1
2002,6,30,,0,1
2002,7,1,,0,1
2002,7,2,,0,1
2002,7,3,,0,1
2002,7,4,,0,1
2002,7,5,,0,1
2002,7,6,,0,1
2002,7,7,,0,1
2002,7,8,,0,1
2002,7,9,,0,1
2002,7,10,,0,1
2002,7,11,,0,1
2002,7,12,,0,1
2002,7,13,,0,1
2002,7,14,,0,1
2002,7,15,,0,1
2002,7,16,,0,1
2002,7,17,,0,1
2002,7,18,,0,1
2002,7,19,,0,1
2002,7,20,,0,1
2002,7,21,,0,1
2002,7,22,,0,1
2002,7,23,,0,1
2002,7,24,,0,1
2002,7,25,,0,1
2002,7,26,,0,1
2002,7,27,,0,1
2002,7,28,,0,1
2002,7,29,,0,1
2002,7,30,,0,1
2002,7,31,,0,1
2002,8,1,,0,1
2002,8,2,,0,1
2002,8,3,,0,1
2002,8,4,,0,1
2002,8,5,,0,1
2002,8,6,,0,1
2002,8,7,,0,1
2002,8,8,,0,1
2002,8,9,,0,1
2002,8,10,,0,1
2002,8,11,,0,1
2002,8,12,,0,1
2002,8,13,,0,1
2002,8,14,,0,1
2002,8,15,,0,1
2002,8,16,,0,1
2002,8,17,,0,1
2002,8,18,,0,1
2002,8,19,,0,1
2002,8,20,,0,1
2002,8,21,,0,1
2002,8,22,,0,1
2002,8,23,,0,1
2002,8,24,,0,1
2002,8,25,,0,1
2002,8,26,,0,1
2002,8,27,,0,1
2002,8,28,,0,1
2002,8,29,,0,1
2002,8,30,,0,1
2002,8,31,,0,1
2002,9,1,,0,1
2002,9,2,,0,1
2002,9,3,,0,1
2002,9,4,,0,1
2002,9,5,,0,1
2002,9,6,,0,1
2002,9,7,,0,1
2002,9,8,,0,1
2002,9,9,,0,1
2002,9,10,,0,1
2002,9,11,,0,1
2002,9,12,,0,1
2002,9,13,,0,1
2002,9,14,,0,1
2002,9,15,,0,1
2002,9,16,,0,1
2002,9,17,,0,1
2002,9,18,,0,1
2002,9,19,,0,1
2002,9,20,,0,1
2002,9,21,,0,1
2002,9,22,,0,1
2002,9,23,,0,1
2002,9,24,,0,1
2002,9,25,,0,1
2002,9,26,,0,1
2002,9,27,,0,1
2002,9,28,,0,1
2002,9,29,,0,1
2002,9,30,,0,1
2002,10,1,,0,1
2002,10,2,,0,1
2002,10,3,,0,1
2002,10,4,,0,1
2002,10,5,,0,1
2002,10,6,,0,1
2002,10,7,,0,1
2002,10,8,,0,1
2002,10,9,,0,1
2002,10,10,,0,1
2002,10,11,,0,1
2002,10,12,,0,1
2002,10,13,,0,1
2002,10,14,,0,1
2002,10,15,,0,1
2002,10,16,,0,1
2002,10,17,,0,1
2002,10,18,,0,1
2002,10,19,,0,1
2002,10,20,,0,1
2002,10,21,,0,1
2002,10,22,,0,1
2002,10,23,,0,1
2002,10,24,,0,1
2002,10,25,,0,1
2002,10,26,,0,1
2002,10,27,,0,1
2002,10,28,,0,1
2002,10,29,,0,1
2002,10,30,,0,1
2002,10,31,,0,1
2002,11,1,,0,1
2002,11,2,,0,1
2002,11,3,,0,1
2002,11,4,,0,1
2002,11,5,,0,1
2002,11,6,,0,1
2002,11,7,,0,1
2002,11,8,,0,1
2002,11,9,,0,1
2002,11,10,,0,1
2002,11,11,,0,1
2002,11,12,,0,1
2002,11,13,,0,1
2002,11,14,,0,1
2002,11,15,,0,1
2002,11,16,,0,1
2002,11,17,,0,1
2002,11,18,,0,1
2002,11,19,,0,1
2002,11,20,,0,1
2002,11,21,,0,1
2002,11,22,,0,1
2002,11,23,,0,1
2002,11,24,,0,1
2002,11,25,,0,1
2002,11,26,,0,1
2002,11,27,,0,1
2002,11,28,,0,1
2002,11,29,,0,1
2002,11,30,,0,1
2002,12,1,,0,1
2002,12,2,,0,1
2002,12,3,,0,1
2002,12,4,,0,1
2002,12,5,,0,1
2002,12,6,,0,1
2002,12,7,,0,1
2002,12,8,,0,1
2002,12,9,,0,1
2002,12,10,,0,1
2002,12,11,,0,1
2002,12,12,,0,1
2002,12,13,,0,1
2002,12,14,,0,1
2002,12,15,,0,1
2002,12,16,,0,1
2002,12,17,,0,1
2002,12,18,,0,1
2002,12,19,,0,1
2002,12,20,,0,1
2002,12,21,,0,1
2002,12,22,,0,1
2002,12,23,,0,1
2002,12,24,,0,1
2002,12,25,,0,1
2002,12,26,,0,1
2002,12,27,,0,1
2002,12,28,,0,1
2002,12,29,,0,1
2002,12,30,,0,1
2002,12,31,,0,1
2003,1,1,0,8,1
2003,1,2,0,8,1
2003,1,3,2,8,1
2003,1,4,6,8,1
2003,1,5,0,8,1
2003,1,6,0,8,1
2003,1,7,1,8,1
2003,1,8,0,8,1
2003,1,9,7,8,1
2003,1,10,3,8,1
2003,1,11,0,8,1
2003,1,12,1,8,1
2003,1,13,9,8,1
2003,1,14,3,8,1
2003,1,15,0,8,1
2003,1,16,10,8,1
2003,1,17,2,5,1
2003,1,18,0,8,1
2003,1,19,1,8,1
2003,1,20,0,8,1
2003,1,21,0,8,1
2003,1,22,0,8,1
2003,1,23,2,8,1
2003,1,24,7,8,1
2003,1,25,0,8,1
2003,1,26,0,8,1
2003,1,27,12,8,1
2003,1,28,13,8,1
2003,1,29,1,8,1
2003,1,30,0,8,1
2003,1,31,0,8,1
2003,2,1,1,8,1
2003,2,2,2,8,1
2003,2,3,0,8,1
2003,2,4,1,8,1
2003,2,5,0,8,1
2003,2,6,0,8,1
2003,2,7,3,8,1
2003,2,8,0,8,1
2003,2,9,0,8,1
2003,2,10,0,8,1
2003,2,11,3,8,1
2003,2,12,0,8,1
2003,2,13,0,8,1
2003,2,14,0,8,1
2003,2,15,0,8,1
2003,2,16,0,8,1
2003,2,17,0,8,1
2003,2,18,0,8,1
2003,2,19,0,8,1
2003,2,20,5,8,1
2003,2,21,1,8,1
2003,2,22,8,8,1
2003,2,23,0,8,1
2003,2,24,0,8,1
2003,2,25,0,8,1
2003,2,26,6,8,1
2003,2,27,1,8,1
2003,2,28,0,8,1
2003,3,1,3,8,1
2003,3,2,3,8,1
2003,3,3,15,8,1
2003,3,4,1,8,1
2003,3,5,1,8,1
2003,3,6,0,8,1
2003,3,7,7,8,1
2003,3,8,1,8,1
2003,3,9,0,8,1
2003,3,10,0,8,1
2003,3,11,0,8,1
2003,3,12,0,8,1
2003,3,13,0,8,1
2003,3,14,0,5,1
2003,3,15,0,8,1
2003,3,16,0,8,1
2003,3,17,0,8,1
2003,3,18,0,8,1
2003,3,19,1,8,1
2003,3,20,0,8,1
2003,3,21,0,8,1
2003,3,22,0,8,1
2003,3,23,0,8,1
2003,3,24,0,8,1
2003,3,25,0,8,1
2003,3,26,0,8,1
2003,3,27,7,8,1
2003,3,28,3,8,1
2003,3,29,2,8,1
2003,3,30,1,8,1
2003,3,31,6,8,1
2003,4,1,0,8,1
2003,4,2,0,8,1
2003,4,3,0,4,1
2003,4,4,,1,1
2003,4,5,,1,1
2003,4,6,,1,1
2003,4,7,0,4,1
2003,4,8,1,8,1
2003,4,9,5,5,1
2003,4,10,0,5,1
2003,4,11,0,8,1
2003,4,12,12,8,1
2003,4,13,2,5,1
2003,4,14,0,8,1
2003,4,15,0,8,1
2003,4,16,0,8,1
2003,4,17,0,8,1
2003,4,18,0,8,1
2003,4,19,9,8,1
2003,4,20,5,8,1
2003,4,21,17,8,1
2003,4,22,0,8,1
2003,4,23,6,5,1
2003,4,24,0,8,1
2003,4,25,2,8,1
2003,4,26,8,8,1
2003,4,27,0,8,1
2003,4,28,0,8,1
2003,4,29,2,8,1
2003,4,30,21,8,1
2003,5,1,0,8,1
2003,5,2,0,8,1
2003,5,3,0,8,1
2003,5,4,0,8,1
2003,5,5,0,8,1
2003,5,6,0,8,1
2003,5,7,10,8,1
2003,5,8,17,8,1
2003,5,9,0,8,1
2003,5,10,0,8,1
2003,5,11,0,8,1
2003,5,12,0,8,1
2003,5,13,0,8,1
2003,5,14,0,8,1
2003,5,15,0,8,1
2003,5,16,12,8,1
2003,5,17,0,8,1
2003,5,18,0,8,1
2003,5,19,0,8,1
2003,5,20,0,8,1
2003,5,21,0,8,1
2003,5,22,0,8,1
2003,5,23,0,8,1
2003,5,24,0,8,1
2003,5,25,0,8,1
2003,5,26,0,5,1
2003,5,27,0,8,1
2003,5,28,0,8,1
2003,5,29,0,8,1
2003,5,30,0,8,1
2003,5,31,7,8,1
2003,6,1,14,8,1
2003,6,2,0,8,1
2003,6,3,0,8,1
2003,6,4,0,8,1
2003,6,5,0,8,1
2003,6,6,0,8,1
2003,6,7,0,8,1
2003,6,8,0,8,1
2003,6,9,0,8,1
2003,6,10,0,8,1
2003,6,11,0,8,1
2003,6,12,0,8,1
2003,6,13,3,8,1
2003,6,14,5,8,1
2003,6,15,1,8,1
2003,6,16,0,8,1
2003,6,17,1,8,1
2003,6,18,0,5,1
2003,6,19,0,8,1
2003,6,20,14,8,1
2003,6,21,2,8,1
2003,6,22,0,8,1
2003,6,23,0,8,1
2003,6,24,0,8,1
2003,6,25,6,8,1
2003,6,26,3,8,1
2003,6,27,18,8,1
2003,6,28,9,8,1
2003,6,29,14,8,1
2003,6,30,1,8,1
2003,7,1,0,8,1
2003,7,2,0,8,1
2003,7,3,0,8,1
2003,7,4,8,8,1
2003,7,5,3,8,1
2003,7,6,0,8,1
2003,7,7,0,8,1
2003,7,8,0,8,1
2003,7,9,1,5,1
2003,7,10,75,8,1
2003,7,11,18,8,1
2003,7,12,0,8,1
2003,7,13,0,8,1
2003,7,14,0,8,1
2003,7,15,0,8,1
2003,7,16,1,8,1
2003,7,17,0,8,1
2003,7,18,0,8,1
2003,7,19,1,8,1
2003,7,20,22,8,1
2003,7,21,0,8,1
2003,7,22,0,8,1
2003,7,23,0,8,1
2003,7,24,1,8,1
2003,7,25,0,8,1
2003,7,26,0,8,1
2003,7,27,0,5,1
2003,7,28,0,8,1
2003,7,29,2,8,1
2003,7,30,40,8,1
2003,7,31,0,8,1
2003,8,1,0,8,1
2003,8,2,1,8,1
2003,8,3,12,8,1
2003,8,4,13,8,1
2003,8,5,0,8,1
2003,8,6,0,8,1
2003,8,7,0,8,1
2003,8,8,21,8,1
2003,8,9,45,8,1
2003,8,10,3,8,1
2003,8,11,3,8,1
2003,8,12,30,8,1
2003,8,13,19,8,1
2003,8,14,1,8,1
2003,8,15,1,8,1
2003,8,16,0,8,1
2003,8,17,0,8,1
2003,8,18,2,8,1
2003,8,19,0,8,1
2003,8,20,0,8,1
2003,8,21,21,8,1
2003,8,22,0,8,1
2003,8,23,23,8,1
2003,8,24,0,8,1
2003,8,25,85,8,1
2003,8,26,0,8,1
2003,8,27,0,5,1
2003,8,28,11,8,1
2003,8,29,8,8,1
2003,8,30,0,8,1
2003,8,31,7,8,1
2003,9,1,0,8,1
2003,9,2,1,8,1
2003,9,3,8,8,1
2003,9,4,0,8,1
2003,9,5,8,8,1
2003,9,6,25,8,1
2003,9,7,0,8,1
2003,9,8,17,8,1
2003,9,9,0,8,1
2003,9,10,22,8,1
2003,9,11,0,8,1
2003,9,12,10,8,1
2003,9,13,3,5,1
2003,9,14,14,8,1
2003,9,15,0,8,1
2003,9,16,0,8,1
2003,9,17,0,8,1
2003,9,18,0,5,1
2003,9,19,25,8,1
2003,9,20,0,8,1
2003,9,21,0,8,1
2003,9,22,0,8,1
2003,9,23,0,8,1
2003,9,24,0,8,1
2003,9,25,9,8,1
2003,9,26,0,8,1
2003,9,27,4,8,1
2003,9,28,8,8,1
2003,9,29,5,8,1
2003,9,30,2,8,1
2003,10,1,6,8,1
2003,10,2,25,8,1
2003,10,3,9,8,1
2003,10,4,10,8,1
2003,10,5,1,8,1
2003,10,6,4,8,1
2003,10,7,0,4,1
2003,10,8,0,4,1
2003,10,9,0,8,1
2003,10,10,0,8,1
2003,10,11,0,8,1
2003,10,12,0,8,1
2003,10,13,11,8,1
2003,10,14,1,8,1
2003,10,15,2,8,1
2003,10,16,7,8,1
2003,10,17,1,8,1
2003,10,18,0,8,1
2003,10,19,0,4,1
2003,10,20,0,4,1
2003,10,21,0,8,1
2003,10,22,0,8,1
2003,10,23,4,5,1
2003,10,24,1,8,1
2003,10,25,9,8,1
2003,10,26,0,8,1
2003,10,27,0,5,1
2003,10,28,1,8,1
2003,10,29,21,8,1
2003,10,30,1,8,1
2003,10,31,0,8,1
2003,11,1,0,8,1
2003,11,2,0,8,1
2003,11,3,4,8,1
2003,11,4,0,8,1
2003,11,5,0,8,1
2003,11,6,0,8,1
2003,11,7,4,8,1
2003,11,8,8,8,1
2003,11,9,0,8,1
2003,11,10,0,8,1
2003,11,11,5,8,1
2003,11,12,0,8,1
2003,11,13,0,8,1
2003,11,14,0,8,1
2003,11,15,8,8,1
2003,11,16,18,8,1
2003,11,17,5,8,1
2003,11,18,0,8,1
2003,11,19,0,8,1
2003,11,20,0,8,1
2003,11,21,36,8,1
2003,11,22,1,8,1
2003,11,23,0,8,1
2003,11,24,0,8,1
2003,11,25,14,8,1
2003,11,26,0,8,1
2003,11,27,0,8,1
2003,11,28,0,8,1
2003,11,29,15,8,1
2003,11,30,4,8,1
2003,12,1,0,5,1
2003,12,2,1,8,1
2003,12,3,4,8,1
2003,12,4,1,8,1
2003,12,5,0,8,1
2003,12,6,6,8,1
2003,12,7,5,8,1
2003,12,8,4,8,1
2003,12,9,2,8,1
2003,12,10,1,8,1
2003,12,11,0,8,1
2003,12,12,13,8,1
2003,12,13,0,8,1
2003,12,14,3,8,1
2003,12,15,7,8,1
2003,12,16,1,8,1
2003,12,17,1,8,1
2003,12,18,11,8,1
2003,12,19,11,8,1
2003,12,20,2,8,1
2003,12,21,2,8,1
2003,12,22,2,8,1
2003,12,23,0,8,1
2003,12,24,0,5,1
2003,12,25,3,8,1
2003,12,26,0,8,1
2003,12,27,1,8,1
2003,12,28,1,8,1
2003,12,29,15,8,1
2003,12,30,1,8,1
2003,12,31,3,8,1
2004,1,1,3,8,1
2004,1,2,2,8,1
2004,1,3,3,8,1
2004,1,4,1,8,1
2004,1,5,0,8,1
2004,1,6,2,8,1
2004,1,7,0,8,1
2004,1,8,3,8,1
2004,1,9,0,8,1
2004,1,10,3,8,1
2004,1,11,1,8,1
2004,1,12,0,8,1
2004,1,13,5,8,1
2004,1,14,1,8,1
2004,1,15,0,8,1
2004,1,16,6,8,1
2004,1,17,0,8,1
2004,1,18,0,8,1
2004,1,19,6,8,1
2004,1,20,8,8,1
2004,1,21,11,8,1
2004,1,22,11,8,1
2004,1,23,0,8,1
2004,1,24,4,8,1
2004,1,25,0,8,1
2004,1,26,3,8,1
2004,1,27,0,8,1
2004,1,28,2,8,1
2004,1,29,0,8,1
2004,1,30,0,8,1
2004,1,31,1,5,1
2004,2,1,0,8,1
2004,2,2,15,5,1
2004,2,3,0,8,1
2004,2,4,0,8,1
2004,2,5,0,8,1
2004,2,6,0,8,1
2004,2,7,0,8,1
2004,2,8,0,8,1
2004,2,9,0,8,1
2004,2,10,1,8,1
2004,2,11,3,8,1
2004,2,12,3,8,1
2004,2,13,0,8,1
2004,2,14,6,8,1
2004,2,15,8,8,1
2004,2,16,0,5,1
2004,2,17,5,8,1
2004,2,18,0,8,1
2004,2,19,0,8,1
2004,2,20,0,8,1
2004,2,21,0,8,1
2004,2,22,6,8,1
2004,2,23,14,8,1
2004,2,24,3,8,1
2004,2,25,1,8,1
2004,2,26,5,8,1
2004,2,27,0,8,1
2004,2,28,0,8,1
2004,2,29,21,8,1
2004,3,1,0,8,1
2004,3,2,1,8,1
2004,3,3,0,8,1
2004,3,4,6,8,1
2004,3,5,0,8,1
2004,3,6,5,8,1
2004,3,7,12,8,1
2004,3,8,1,8,1
2004,3,9,1,8,1
2004,3,10,0,8,1
2004,3,11,16,8,1
2004,3,12,0,8,1
2004,3,13,0,8,1
2004,3,14,0,5,1
2004,3,15,0,8,1
2004,3,16,0,8,1
2004,3,17,38,8,1
2004,3,18,4,8,1
2004,3,19,0,8,1
2004,3,20,5,8,1
2004,3,21,0,8,1
2004,3,22,0,8,1
2004,3,23,0,8,1
2004,3,24,0,8,1
2004,3,25,0,8,1
2004,3,26,1,8,1
2004,3,27,0,8,1
2004,3,28,0,8,1
2004,3,29,0,8,1
2004,3,30,2,8,1
2004,3,31,3,8,1
2004,4,1,0,8,1
2004,4,2,17,8,1
2004,4,3,2,8,1
2004,4,4,0,8,1
2004,4,5,0,8,1
2004,4,6,0,8,1
2004,4,7,4,8,1
2004,4,8,0,8,1
2004,4,9,0,8,1
2004,4,10,0,8,1
2004,4,11,0,8,1
2004,4,12,0,8,1
2004,4,13,0,8,1
2004,4,14,0,8,1
2004,4,15,0,8,1
2004,4,16,0,8,1
2004,4,17,0,8,1
2004,4,18,0,8,1
2004,4,19,0,8,1
2004,4,20,15,8,1
2004,4,21,0,8,1
2004,4,22,12,8,1
2004,4,23,10,8,1
2004,4,24,2,8,1
2004,4,25,8,8,1
2004,4,26,0,8,1
2004,4,27,20,8,1
2004,4,28,14,8,1
2004,4,29,0,8,1
2004,4,30,0,8,1
2004,5,1,0,8,1
2004,5,2,0,8,1
2004,5,3,9,8,1
2004,5,4,50,8,1
2004,5,5,0,8,1
2004,5,6,0,8,1
2004,5,7,0,8,1
2004,5,8,0,8,1
2004,5,9,0,8,1
2004,5,10,7,8,1
2004,5,11,2,8,1
2004,5,12,0,8,1
2004,5,13,10,8,1
2004,5,14,4,8,1
2004,5,15,0,8,1
2004,5,16,3,8,1
2004,5,17,7,8,1
2004,5,18,0,8,1
2004,5,19,0,8,1
2004,5,20,0,8,1
2004,5,21,12,8,1
2004,5,22,1,8,1
2004,5,23,0,8,1
2004,5,24,5,8,1
2004,5,25,4,8,1
2004,5,26,0,8,1
2004,5,27,0,8,1
2004,5,28,0,8,1
2004,5,29,23,8,1
2004,5,30,11,8,1
2004,5,31,36,8,1
2004,6,1,0,8,1
2004,6,2,0,8,1
2004,6,3,0,8,1
2004,6,4,0,8,1
2004,6,5,0,8,1
2004,6,6,0,8,1
2004,6,7,0,8,1
2004,6,8,10,8,1
2004,6,9,0,8,1
2004,6,10,7,8,1
2004,6,11,0,8,1
2004,6,12,0,8,1
2004,6,13,0,8,1
2004,6,14,0,8,1
2004,6,15,1,8,1
2004,6,16,0,8,1
2004,6,17,0,8,1
2004,6,18,0,8,1
2004,6,19,22,8,1
2004,6,20,17,8,1
2004,6,21,25,8,1
2004,6,22,27,8,1
2004,6,23,3,8,1
2004,6,24,0,8,1
2004,6,25,0,8,1
2004,6,26,5,8,1
2004,6,27,0,8,1
2004,6,28,0,8,1
2004,6,29,7,8,1
2004,6,30,6,8,1
