É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/09/15 12:29:08
2009,8,6,0.0,8,1
2009,8,7,0.0,8,1
2009,8,8,0.0,8,1
2009,8,9,3.0,8,1
2009,8,10,20.5,8,1
2009,8,11,0.0,8,1
2009,8,12,10.5,8,1
2009,8,13,55.0,8,1
2009,8,14,0.5,8,1
2009,8,15,0.0,8,1
2009,8,16,0.0,8,1
2009,8,17,0.0,8,1
2009,8,18,0.0,8,1
2009,8,19,0.5,8,1
2009,8,20,0.0,8,1
2009,8,21,16.0,8,1
2009,8,22,0.0,8,1
2009,8,23,0.5,8,1
2009,8,24,0.0,8,1
2009,8,25,0.0,8,1
2009,8,26,0.0,8,1
2009,8,27,0.0,8,1
2009,8,28,31.5,8,1
2009,8,29,5.5,8,1
2009,8,30,0.0,8,1
2009,8,31,0.0,8,1
2009,9,1,1.0,8,1
2009,9,2,0.0,8,1
2009,9,3,0.0,8,1
2009,9,4,0.0,8,1
2009,9,5,0.0,8,1
2009,9,6,0.0,8,1
2009,9,7,0.0,5,1
2009,9,8,6.0,4,1
2009,9,9,10.0,4,1
2009,9,10,3.5,8,1
2009,9,11,0.0,8,1
2009,9,12,0.0,8,1
2009,9,13,17.0,8,1
2009,9,14,0.0,8,1
2009,9,15,13.5,8,1
2009,9,16,3.5,8,1
2009,9,17,0.0,8,1
2009,9,18,0.0,8,1
2009,9,19,0.0,8,1
2009,9,20,0.0,8,1
2009,9,21,0.0,8,1
2009,9,22,0.0,8,1
2009,9,23,4.5,8,1
2009,9,24,0.0,8,1
2009,9,25,0.0,8,1
2009,9,26,0.0,8,1
2009,9,27,0.0,8,1
2009,9,28,14.0,8,1
2009,9,29,0.5,8,1
2009,9,30,0.0,8,1
2009,10,1,0.0,8,1
2009,10,2,12.0,8,1
2009,10,3,3.0,8,1
2009,10,4,11.5,8,1
2009,10,5,0.0,5,1
2009,10,6,0.0,4,1
2009,10,7,0.0,5,1
2009,10,8,31.5,8,1
2009,10,9,0.5,8,1
2009,10,10,3.0,8,1
2009,10,11,0.0,8,1
2009,10,12,0.0,8,1
2009,10,13,9.5,8,1
2009,10,14,0.0,8,1
2009,10,15,0.0,8,1
2009,10,16,6.0,8,1
2009,10,17,6.5,8,1
2009,10,18,13.0,8,1
2009,10,19,5.5,8,1
2009,10,20,25.0,8,1
2009,10,21,3.0,8,1
2009,10,22,0.0,8,1
2009,10,23,0.0,8,1
2009,10,24,0.0,8,1
2009,10,25,0.0,8,1
2009,10,26,1.5,8,1
2009,10,27,1.5,8,1
2009,10,28,0.0,8,1
2009,10,29,0.0,8,1
2009,10,30,8.5,8,1
2009,10,31,0.0,8,1
2009,11,1,18.5,8,1
2009,11,2,0.5,8,1
2009,11,3,2.5,8,1
2009,11,4,13.5,8,1
2009,11,5,4.5,8,1
2009,11,6,0.0,8,1
2009,11,7,0.0,8,1
2009,11,8,0.0,8,1
2009,11,9,3.0,8,1
2009,11,10,1.0,8,1
2009,11,11,1.5,8,1
2009,11,12,0.0,8,1
2009,11,13,0.0,8,1
2009,11,14,9.0,8,1
2009,11,15,20.0,8,1
2009,11,16,1.5,8,1
2009,11,17,4.5,8,1
2009,11,18,1.0,8,1
2009,11,19,1.5,8,1
2009,11,20,0.0,8,1
2009,11,21,1.5,8,1
2009,11,22,0.0,8,1
2009,11,23,5.0,8,1
2009,11,24,0.0,8,1
2009,11,25,0.0,8,1
2009,11,26,0.0,8,1
2009,11,27,9.0,8,1
2009,11,28,0.0,8,1
2009,11,29,0.0,8,1
2009,11,30,0.0,8,1
2009,12,1,0.0,8,1
2009,12,2,0.0,8,1
2009,12,3,0.0,8,1
2009,12,4,0.0,8,1
2009,12,5,0.5,8,1
2009,12,6,19.5,8,1
2009,12,7,4.5,8,1
2009,12,8,0.0,8,1
2009,12,9,5.0,8,1
2009,12,10,0.0,8,1
2009,12,11,0.5,8,1
2009,12,12,6.0,8,1
2009,12,13,0.0,8,1
2009,12,14,2.5,8,1
2009,12,15,0.0,8,1
2009,12,16,3.5,5,1
2009,12,17,2.0,8,1
2009,12,18,4.5,8,1
2009,12,19,1.0,8,1
2009,12,20,6.0,8,1
2009,12,21,1.5,8,1
2009,12,22,2.0,8,1
2009,12,23,2.5,8,1
2009,12,24,0.5,8,1
2009,12,25,0.0,8,1
2009,12,26,6.5,8,1
2009,12,27,2.0,8,1
2009,12,28,9.5,8,1
2009,12,29,0.0,8,1
2009,12,30,22.5,8,1
2009,12,31,1.0,8,1
2010,1,1,0.0,5,1
2010,1,2,0.5,8,1
2010,1,3,4.5,8,1
2010,1,4,1.0,8,1
2010,1,5,12.0,8,1
2010,1,6,12.5,8,1
2010,1,7,0.0,8,1
2010,1,8,0.0,8,1
2010,1,9,0.0,8,1
2010,1,10,0.0,8,1
2010,1,11,1.0,8,1
2010,1,12,0.0,8,1
2010,1,13,4.5,8,1
2010,1,14,1.5,8,1
2010,1,15,1.5,8,1
2010,1,16,1.0,8,1
2010,1,17,1.5,8,1
2010,1,18,1.5,8,1
2010,1,19,1.5,8,1
2010,1,20,13.5,8,1
2010,1,21,4.0,8,1
2010,1,22,0.5,8,1
2010,1,23,0.0,8,1
2010,1,24,2.0,8,1
2010,1,25,12.0,8,1
2010,1,26,0.0,8,1
2010,1,27,1.0,8,1
2010,1,28,18.5,8,1
2010,1,29,0.5,8,1
2010,1,30,0.0,8,1
2010,1,31,5.5,8,1
2010,2,1,0.0,8,1
2010,2,2,0.5,8,1
2010,2,3,2.5,8,1
2010,2,4,3.5,8,1
2010,2,5,2.5,8,1
2010,2,6,6.0,8,1
2010,2,7,0.0,8,1
2010,2,8,0.5,8,1
2010,2,9,7.0,8,1
2010,2,10,0.0,5,1
2010,2,11,0.0,5,1
2010,2,12,0.0,8,1
2010,2,13,0.0,8,1
2010,2,14,0.0,8,1
2010,2,15,1.0,8,1
2010,2,16,0.0,8,1
2010,2,17,0.0,8,1
2010,2,18,2.0,8,1
2010,2,19,0.0,8,1
2010,2,20,1.0,8,1
2010,2,21,0.0,8,1
2010,2,22,6.0,8,1
2010,2,23,0.0,8,1
2010,2,24,0.0,8,1
2010,2,25,0.0,8,1
2010,2,26,16.5,8,1
2010,2,27,0.0,8,1
2010,2,28,0.5,8,1
2010,3,1,3.0,8,1
2010,3,2,0.0,8,1
2010,3,3,1.5,8,1
2010,3,4,4.0,8,1
2010,3,5,8.0,8,1
2010,3,6,0.0,8,1
2010,3,7,0.0,8,1
2010,3,8,0.0,8,1
2010,3,9,0.5,8,1
2010,3,10,8.5,5,1
2010,3,11,0.0,8,1
2010,3,12,0.0,8,1
2010,3,13,10.5,8,1
2010,3,14,0.0,8,1
2010,3,15,12.0,8,1
2010,3,16,10.5,8,1
2010,3,17,0.0,8,1
2010,3,18,0.0,8,1
2010,3,19,2.0,8,1
2010,3,20,14.0,8,1
2010,3,21,30.5,8,1
2010,3,22,0.0,8,1
2010,3,23,4.5,8,1
2010,3,24,0.0,8,1
2010,3,25,6.0,8,1
2010,3,26,0.5,8,1
2010,3,27,1.0,8,1
2010,3,28,0.0,8,1
2010,3,29,0.0,8,1
2010,3,30,0.0,8,1
2010,3,31,0.0,8,1
2010,4,1,26.5,8,1
2010,4,2,15.5,8,1
2010,4,3,3.0,8,1
2010,4,4,0.0,8,1
2010,4,5,0.0,8,1
2010,4,6,4.0,8,1
2010,4,7,1.5,8,1
2010,4,8,0.0,8,1
2010,4,9,0.0,8,1
2010,4,10,0.5,8,1
2010,4,11,13.0,8,1
2010,4,12,0.0,8,1
2010,4,13,16.5,8,1
2010,4,14,1.0,8,1
2010,4,15,0.0,8,1
2010,4,16,0.0,8,1
2010,4,17,0.5,8,1
2010,4,18,1.0,8,1
2010,4,19,2.5,8,1
2010,4,20,0.0,8,1
2010,4,21,1.5,8,1
2010,4,22,0.5,8,1
2010,4,23,2.0,8,1
2010,4,24,0.0,8,1
2010,4,25,4.5,8,1
2010,4,26,0.0,8,1
2010,4,27,0.0,8,1
2010,4,28,7.5,8,1
2010,4,29,7.0,8,1
2010,4,30,9.5,8,1
2010,5,1,0.0,8,1
2010,5,2,0.0,8,1
2010,5,3,0.0,8,1
2010,5,4,0.0,8,1
2010,5,5,0.0,8,1
2010,5,6,0.0,8,1
2010,5,7,22.5,8,1
2010,5,8,0.0,8,1
2010,5,9,0.0,8,1
2010,5,10,0.0,8,1
2010,5,11,17.0,8,1
2010,5,12,9.5,8,1
2010,5,13,3.5,8,1
2010,5,14,3.5,8,1
2010,5,15,0.0,8,1
2010,5,16,0.0,8,1
2010,5,17,0.0,8,1
2010,5,18,0.0,8,1
2010,5,19,1.0,8,1
2010,5,20,8.0,8,1
2010,5,21,0.0,8,1
2010,5,22,0.0,8,1
2010,5,23,0.0,8,1
2010,5,24,23.5,8,1
2010,5,25,11.0,8,1
2010,5,26,4.5,8,1
2010,5,27,0.5,8,1
2010,5,28,4.0,8,1
2010,5,29,0.0,8,1
2010,5,30,0.0,8,1
2010,5,31,0.0,8,1
2010,6,1,0.0,8,1
2010,6,2,0.0,8,1
2010,6,3,0.0,8,1
2010,6,4,0.0,8,1
2010,6,5,0.0,8,1
2010,6,6,0.0,8,1
2010,6,7,0.0,8,1
2010,6,8,0.0,8,1
2010,6,9,0.0,8,1
2010,6,10,0.5,8,1
2010,6,11,0.0,8,1
2010,6,12,0.0,8,1
2010,6,13,0.0,8,1
2010,6,14,0.0,8,1
2010,6,15,0.5,8,1
2010,6,16,32.0,8,1
2010,6,17,1.5,8,1
2010,6,18,0.0,8,1
2010,6,19,0.0,8,1
2010,6,20,0.5,8,1
2010,6,21,3.0,8,1
2010,6,22,0.0,8,1
2010,6,23,11.5,8,1
2010,6,24,12.0,8,1
2010,6,25,0.0,8,1
2010,6,26,0.0,8,1
2010,6,27,9.5,8,1
2010,6,28,12.5,8,1
2010,6,29,1.0,8,1
2010,6,30,2.0,8,1
2010,7,1,4.5,5,1
2010,7,2,0.0,8,1
2010,7,3,5.0,8,1
2010,7,4,0.0,8,1
2010,7,5,5.0,8,1
2010,7,6,0.0,8,1
2010,7,7,0.0,8,1
2010,7,8,4.0,8,1
2010,7,9,0.0,8,1
2010,7,10,33.5,8,1
2010,7,11,30.0,8,1
2010,7,12,16.0,8,1
2010,7,13,0.0,8,1
2010,7,14,5.0,8,1
2010,7,15,5.0,8,1
2010,7,16,2.0,8,1
2010,7,17,0.0,8,1
2010,7,18,0.0,8,1
2010,7,19,0.0,8,1
2010,7,20,1.5,8,1
2010,7,21,0.0,8,1
2010,7,22,0.0,8,1
2010,7,23,3.5,8,1
2010,7,24,21.0,8,1
2010,7,25,0.0,8,1
2010,7,26,0.0,8,1
2010,7,27,20.5,8,1
2010,7,28,0.0,8,1
2010,7,29,66.5,8,1
2010,7,30,69.5,8,1
2010,7,31,29.5,8,1
2010,8,1,5.0,8,1
2010,8,2,0.5,8,1
2010,8,3,2.0,8,1
2010,8,4,0.0,8,1
2010,8,5,0.0,8,1
2010,8,6,0.0,8,1
2010,8,7,0.0,8,1
2010,8,8,1.5,8,1
2010,8,9,16.0,8,1
2010,8,10,0.0,8,1
2010,8,11,0.0,8,1
2010,8,12,43.0,8,1
2010,8,13,0.0,8,1
2010,8,14,15.5,8,1
2010,8,15,6.5,8,1
2010,8,16,14.5,8,1
2010,8,17,0.0,8,1
2010,8,18,0.0,8,1
2010,8,19,0.0,8,1
2010,8,20,0.0,8,1
2010,8,21,0.0,8,1
2010,8,22,1.0,8,1
2010,8,23,0.0,8,1
2010,8,24,8.0,8,1
2010,8,25,0.0,8,1
2010,8,26,0.0,8,1
2010,8,27,0.0,8,1
2010,8,28,0.0,8,1
2010,8,29,0.0,8,1
2010,8,30,0.0,8,1
2010,8,31,112.5,8,1
2010,9,1,0.0,8,1
2010,9,2,0.0,4,1
2010,9,3,7.0,4,1
2010,9,4,0.0,8,1
2010,9,5,0.0,8,1
2010,9,6,2.0,8,1
2010,9,7,24.5,8,1
2010,9,8,0.0,8,1
2010,9,9,0.0,8,1
2010,9,10,0.0,8,1
2010,9,11,56.5,8,1
2010,9,12,5.0,8,1
2010,9,13,12.0,8,1
2010,9,14,0.0,8,1
2010,9,15,0.0,8,1
2010,9,16,2.5,8,1
2010,9,17,4.5,8,1
2010,9,18,0.0,8,1
2010,9,19,12.0,8,1
2010,9,20,20.0,8,1
2010,9,21,4.0,8,1
2010,9,22,10.5,8,1
2010,9,23,2.0,8,1
2010,9,24,0.5,8,1
2010,9,25,1.0,8,1
2010,9,26,0.0,8,1
2010,9,27,0.0,8,1
2010,9,28,14.5,8,1
2010,9,29,0.5,8,1
2010,9,30,0.0,8,1
2010,10,1,0.0,8,1
2010,10,2,0.0,8,1
2010,10,3,18.5,8,1
2010,10,4,13.0,8,1
2010,10,5,3.0,8,1
2010,10,6,0.0,8,1
2010,10,7,0.0,8,1
2010,10,8,0.0,8,1
2010,10,9,5.5,8,1
2010,10,10,22.5,8,1
2010,10,11,0.0,8,1
2010,10,12,0.0,8,1
2010,10,13,0.5,8,1
2010,10,14,0.0,8,1
2010,10,15,5.5,8,1
2010,10,16,2.0,8,1
2010,10,17,14.0,8,1
2010,10,18,0.0,8,1
2010,10,19,0.0,8,1
2010,10,20,0.0,8,1
2010,10,21,1.5,8,1
2010,10,22,0.0,8,1
2010,10,23,0.0,8,1
2010,10,24,0.0,8,1
2010,10,25,1.5,4,1
2010,10,26,3.0,8,1
2010,10,27,1.0,8,1
2010,10,28,0.0,8,1
2010,10,29,0.0,8,1
2010,10,30,0.0,8,1
2010,10,31,0.0,8,1
2010,11,1,24.5,8,1
2010,11,2,29.5,8,1
2010,11,3,19.0,8,1
2010,11,4,1.5,8,1
2010,11,5,0.0,8,1
2010,11,6,0.0,8,1
2010,11,7,1.0,8,1
2010,11,8,8.5,8,1
2010,11,9,33.0,8,1
2010,11,10,19.5,8,1
2010,11,11,0.0,8,1
2010,11,12,22.5,8,1
2010,11,13,0.0,8,1
2010,11,14,0.0,8,1
2010,11,15,3.5,8,1
2010,11,16,0.5,8,1
2010,11,17,0.0,8,1
2010,11,18,0.0,8,1
2010,11,19,0.0,8,1
2010,11,20,0.0,8,1
2010,11,21,0.0,8,1
2010,11,22,7.5,8,1
2010,11,23,1.5,8,1
2010,11,24,0.0,8,1
2010,11,25,0.0,8,1
2010,11,26,9.0,8,1
2010,11,27,0.0,8,1
2010,11,28,24.5,8,1
2010,11,29,5.5,8,1
2010,11,30,17.0,8,1
2010,12,1,0.5,8,1
2010,12,2,2.0,8,1
2010,12,3,22.5,8,1
2010,12,4,14.5,8,1
2010,12,5,2.0,8,1
2010,12,6,22.0,8,1
2010,12,7,17.5,8,1
2010,12,8,0.0,8,1
2010,12,9,0.0,8,1
2010,12,10,0.5,8,1
2010,12,11,15.5,8,1
2010,12,12,0.5,8,1
2010,12,13,10.5,8,1
2010,12,14,5.5,8,1
2010,12,15,2.0,8,1
2010,12,16,1.0,8,1
2010,12,17,3.0,8,1
2010,12,18,9.0,8,1
2010,12,19,0.0,8,1
2010,12,20,8.5,8,1
2010,12,21,0.0,8,1
2010,12,22,5.0,8,1
2010,12,23,3.5,8,1
2010,12,24,0.5,8,1
2010,12,25,1.0,8,1
2010,12,26,1.5,8,1
2010,12,27,1.0,8,1
2010,12,28,2.5,8,1
2010,12,29,1.5,8,1
2010,12,30,0.0,8,1
2010,12,31,25.0,8,1
2011,1,1,0.0,8,1
2011,1,2,0.0,8,1
2011,1,3,0.5,8,1
2011,1,4,0.0,8,1
2011,1,5,6.0,8,1
2011,1,6,0.0,8,1
2011,1,7,0.5,8,1
2011,1,8,3.0,8,1
2011,1,9,0.5,8,1
2011,1,10,0.0,8,1
2011,1,11,0.5,8,1
2011,1,12,3.5,8,1
2011,1,13,0.5,8,1
2011,1,14,2.0,8,1
2011,1,15,1.5,8,1
2011,1,16,2.0,8,1
2011,1,17,4.0,8,1
2011,1,18,6.0,8,1
2011,1,19,0.5,8,1
2011,1,20,0.0,8,1
2011,1,21,0.5,8,1
2011,1,22,0.0,8,1
2011,1,23,3.5,8,1
2011,1,24,4.0,8,1
2011,1,25,2.0,8,1
2011,1,26,0.0,8,1
2011,1,27,1.0,8,1
2011,1,28,1.5,8,1
2011,1,29,0.5,8,1
2011,1,30,2.0,8,1
2011,1,31,1.0,8,1
2011,2,1,0.5,8,1
2011,2,2,0.0,8,1
2011,2,3,0.5,8,1
2011,2,4,1.5,8,1
2011,2,5,0.0,8,1
2011,2,6,4.0,8,1
2011,2,7,3.0,8,1
2011,2,8,0.0,8,1
2011,2,9,2.5,8,1
2011,2,10,1.0,8,1
2011,2,11,5.0,8,1
2011,2,12,0.0,8,1
2011,2,13,0.0,8,1
2011,2,14,0.0,8,1
2011,2,15,0.0,8,1
2011,2,16,0.0,8,1
2011,2,17,3.5,8,1
2011,2,18,6.0,8,1
2011,2,19,0.0,8,1
2011,2,20,3.0,8,1
2011,2,21,0.0,8,1
2011,2,22,0.0,4,1
2011,2,23,0.0,8,1
2011,2,24,6.5,8,1
2011,2,25,7.0,8,1
2011,2,26,0.0,8,1
2011,2,27,0.5,8,1
2011,2,28,0.0,8,1
2011,3,1,4.5,8,1
2011,3,2,0.0,8,1
2011,3,3,0.5,8,1
2011,3,4,1.5,8,1
2011,3,5,0.0,8,1
2011,3,6,13.0,8,1
2011,3,7,0.0,8,1
2011,3,8,3.5,8,1
2011,3,9,0.5,8,1
2011,3,10,0.5,8,1
2011,3,11,0.5,4,1
2011,3,12,,0,1
2011,3,13,,0,1
2011,3,14,,0,1
2011,3,15,,0,1
2011,3,16,,0,1
2011,3,17,,0,1
2011,3,18,,0,1
2011,3,19,,0,1
2011,3,20,,0,1
2011,3,21,,0,1
2011,3,22,,0,1
2011,3,23,,0,1
2011,3,24,,0,1
2011,3,25,,0,1
2011,3,26,,0,1
2011,3,27,,0,1
2011,3,28,,0,1
2011,3,29,,0,1
2011,3,30,6.5,4,1
2011,3,31,2.5,8,1
2011,4,1,0.0,8,1
2011,4,2,1.0,8,1
2011,4,3,0.0,5,1
2011,4,4,0.0,8,1
2011,4,5,0.0,8,1
2011,4,6,0.0,8,1
2011,4,7,1.5,8,1
2011,4,8,46.5,8,1
2011,4,9,2.5,8,1
2011,4,10,0.0,8,1
2011,4,11,1.0,8,1
2011,4,12,0.0,8,1
2011,4,13,0.0,8,1
2011,4,14,0.0,5,1
2011,4,15,5.5,5,1
2011,4,16,15.0,8,1
2011,4,17,0.0,8,1
2011,4,18,0.0,8,1
2011,4,19,11.0,8,1
2011,4,20,1.0,8,1
2011,4,21,0.5,8,1
2011,4,22,0.0,8,1
2011,4,23,21.5,8,1
2011,4,24,13.0,8,1
2011,4,25,2.5,8,1
2011,4,26,0.0,5,1
2011,4,27,14.5,8,1
2011,4,28,18.5,8,1
2011,4,29,0.5,8,1
2011,4,30,21.5,8,1
2011,5,1,32.5,8,1
2011,5,2,6.5,8,1
2011,5,3,0.0,8,1
2011,5,4,0.0,8,1
2011,5,5,0.0,8,1
2011,5,6,0.0,8,1
2011,5,7,18.0,8,1
2011,5,8,2.5,8,1
2011,5,9,4.0,8,1
2011,5,10,14.5,8,1
2011,5,11,0.0,8,1
2011,5,12,8.5,8,1
2011,5,13,20.5,8,1
2011,5,14,0.5,8,1
2011,5,15,0.5,8,1
2011,5,16,0.0,8,1
2011,5,17,0.0,8,1
2011,5,18,0.0,8,1
2011,5,19,0.0,8,1
2011,5,20,1.0,5,1
2011,5,21,15.0,5,1
2011,5,22,3.5,8,1
2011,5,23,0.0,8,1
2011,5,24,0.0,8,1
2011,5,25,0.0,8,1
2011,5,26,0.0,8,1
2011,5,27,0.0,5,1
2011,5,28,1.0,5,1
2011,5,29,0.5,8,1
2011,5,30,1.0,8,1
2011,5,31,0.0,8,1
2011,6,1,0.0,8,1
2011,6,2,0.0,8,1
2011,6,3,2.0,8,1
2011,6,4,0.5,8,1
2011,6,5,0.0,8,1
2011,6,6,0.0,5,1
2011,6,7,0.0,4,1
2011,6,8,0.0,8,1
2011,6,9,1.0,8,1
2011,6,10,0.0,8,1
2011,6,11,0.0,8,1
2011,6,12,0.0,8,1
2011,6,13,0.0,8,1
2011,6,14,0.0,8,1
2011,6,15,0.0,8,1
2011,6,16,0.0,8,1
2011,6,17,0.0,8,1
2011,6,18,0.0,8,1
2011,6,19,0.0,8,1
2011,6,20,0.0,8,1
2011,6,21,6.5,8,1
2011,6,22,0.5,8,1
2011,6,23,41.5,8,1
2011,6,24,54.5,8,1
2011,6,25,0.0,8,1
2011,6,26,0.0,8,1
2011,6,27,57.5,8,1
2011,6,28,13.5,8,1
2011,6,29,0.0,8,1
2011,6,30,45.0,8,1
2011,7,1,0.0,8,1
2011,7,2,0.0,8,1
2011,7,3,0.0,8,1
2011,7,4,16.0,5,1
2011,7,5,0.0,5,1
2011,7,6,0.0,5,1
2011,7,7,7.5,8,1
2011,7,8,21.5,8,1
2011,7,9,0.5,8,1
2011,7,10,0.0,8,1
2011,7,11,0.0,8,1
2011,7,12,0.0,8,1
2011,7,13,0.0,8,1
2011,7,14,13.5,8,1
2011,7,15,2.5,8,1
2011,7,16,0.0,8,1
2011,7,17,0.0,8,1
2011,7,18,0.0,8,1
2011,7,19,0.0,8,1
2011,7,20,0.0,8,1
2011,7,21,0.0,8,1
2011,7,22,0.0,8,1
2011,7,23,0.0,8,1
2011,7,24,0.0,8,1
2011,7,25,0.0,8,1
2011,7,26,0.0,8,1
2011,7,27,37.0,8,1
2011,7,28,24.0,8,1
2011,7,29,19.5,8,1
2011,7,30,0.0,8,1
2011,7,31,0.0,8,1
2011,8,1,0.0,8,1
2011,8,2,0.0,8,1
2011,8,3,0.0,8,1
2011,8,4,0.0,8,1
2011,8,5,0.0,8,1
2011,8,6,0.0,8,1
2011,8,7,0.0,8,1
2011,8,8,0.0,8,1
2011,8,9,0.0,8,1
2011,8,10,28.5,8,1
2011,8,11,3.5,8,1
2011,8,12,0.0,8,1
2011,8,13,4.0,8,1
2011,8,14,0.0,8,1
2011,8,15,15.5,8,1
2011,8,16,17.5,8,1
2011,8,17,100.0,8,1
2011,8,18,20.0,8,1
2011,8,19,1.5,8,1
2011,8,20,0.0,8,1
2011,8,21,0.0,8,1
2011,8,22,0.0,8,1
2011,8,23,30.5,8,1
2011,8,24,5.5,8,1
2011,8,25,11.5,8,1
2011,8,26,0.0,8,1
2011,8,27,0.0,8,1
2011,8,28,0.0,8,1
2011,8,29,0.0,8,1
2011,8,30,0.0,8,1
2011,8,31,6.5,8,1
2011,9,1,0.0,8,1
2011,9,2,0.0,8,1
2011,9,3,0.0,8,1
2011,9,4,0.0,8,1
2011,9,5,1.0,8,1
2011,9,6,0.0,8,1
2011,9,7,0.5,8,1
2011,9,8,0.0,8,1
2011,9,9,0.0,8,1
2011,9,10,6.0,8,1
2011,9,11,0.0,8,1
2011,9,12,60.5,8,1
2011,9,13,68.5,8,1
2011,9,14,0.0,8,1
2011,9,15,0.0,8,1
2011,9,16,0.0,8,1
2011,9,17,34.0,8,1
2011,9,18,61.0,8,1
2011,9,19,19.0,8,1
2011,9,20,25.0,8,1
2011,9,21,57.0,8,1
2011,9,22,3.0,8,1
2011,9,23,2.5,8,1
2011,9,24,1.0,8,1
2011,9,25,0.0,8,1
2011,9,26,0.0,4,1
2011,9,27,0.0,4,1
2011,9,28,0.0,8,1
2011,9,29,0.0,8,1
2011,9,30,16.5,8,1
2011,10,1,0.0,8,1
2011,10,2,20.0,8,1
2011,10,3,10.0,8,1
2011,10,4,0.5,8,1
2011,10,5,0.0,8,1
2011,10,6,28.0,8,1
2011,10,7,22.0,8,1
2011,10,8,0.0,8,1
2011,10,9,0.0,8,1
2011,10,10,6.0,8,1
2011,10,11,0.0,8,1
2011,10,12,3.5,8,1
2011,10,13,0.0,8,1
2011,10,14,2.0,8,1
2011,10,15,22.5,8,1
2011,10,16,7.5,8,1
2011,10,17,16.0,8,1
2011,10,18,0.0,5,1
2011,10,19,0.0,8,1
2011,10,20,0.0,8,1
2011,10,21,0.0,8,1
2011,10,22,0.0,8,1
2011,10,23,15.5,8,1
2011,10,24,0.0,8,1
2011,10,25,13.5,8,1
2011,10,26,0.0,8,1
2011,10,27,0.0,5,1
2011,10,28,0.0,8,1
2011,10,29,0.0,8,1
2011,10,30,0.0,8,1
2011,10,31,0.0,8,1
2011,11,1,0.0,8,1
2011,11,2,4.5,8,1
2011,11,3,0.0,8,1
2011,11,4,0.0,8,1
2011,11,5,0.0,8,1
2011,11,6,0.0,8,1
2011,11,7,0.0,8,1
2011,11,8,0.0,8,1
2011,11,9,0.0,8,1
2011,11,10,0.0,8,1
2011,11,11,0.0,8,1
2011,11,12,3.5,8,1
2011,11,13,6.0,8,1
2011,11,14,0.5,8,1
2011,11,15,10.0,8,1
2011,11,16,6.5,8,1
2011,11,17,0.5,8,1
2011,11,18,0.0,8,1
2011,11,19,33.5,8,1
2011,11,20,4.5,8,1
2011,11,21,2.0,8,1
2011,11,22,3.5,8,1
2011,11,23,1.0,8,1
2011,11,24,28.5,8,1
2011,11,25,1.5,8,1
2011,11,26,0.5,8,1
2011,11,27,21.5,8,1
2011,11,28,1.5,8,1
2011,11,29,8.5,8,1
2011,11,30,0.0,8,1
2011,12,1,0.0,8,1
2011,12,2,0.0,8,1
2011,12,3,19.5,8,1
2011,12,4,18.5,8,1
2011,12,5,0.5,8,1
2011,12,6,0.0,8,1
2011,12,7,5.5,8,1
2011,12,8,0.0,8,1
2011,12,9,0.5,8,1
2011,12,10,0.0,8,1
2011,12,11,3.5,8,1
